,state,city,isThereAuth,count
986,,Moreland Hills,False,308
987,,Upper St Clair,,307
988,PA,Upper St Clair,,307
989,,Guadalupe,,306
990,ON,Bolton,False,306
991,AZ,Guadalupe,,306
992,,Bolton,False,306
993,PA,Upper St Clair,False,306
994,,Upper St Clair,False,306
995,,Youngtown,,305
996,AZ,Youngtown,,305
997,,Youngtown,False,304
998,AZ,Youngtown,False,304
999,,Ambridge,,294
1000,PA,Ambridge,,294
1001,NV,Enterprise,,291
1002,,Enterprise,,291
1003,OH,Woodmere Village,,290
1004,,Woodmere Village,,290
1005,,Cottage Grove,False,289
1006,WI,Cottage Grove,False,289
1007,,Cottage Grove,,289
1008,WI,Cottage Grove,,289
1009,,Ambridge,False,288
1010,PA,Ambridge,False,288
1011,NC,Concord,True,286
1012,,Enterprise,False,286
1013,NV,Enterprise,False,286
1014,,Burton,,286
1015,OH,Burton,,286
1016,OH,Woodmere Village,False,285
1017,,Pepper Pike,,285
1018,,Woodmere Village,False,285
1019,PA,Mount Lebanon,,285
1020,OH,Pepper Pike,,285
1021,,Mount Lebanon,,285
1022,PA,North Huntingdon,,283
1023,,North Huntingdon,,283
1024,OH,Burton,False,282
1025,,Burton,False,282
1026,,Wadsworth,,281
1027,OH,Wadsworth,,281
1028,,Mount Lebanon,False,278
1029,PA,Mount Lebanon,False,278
1030,,Guadalupe,False,277
1031,AZ,Guadalupe,False,277
1032,,Etobicoke,True,276
1033,ON,Etobicoke,True,276
1034,PA,North Huntingdon,False,275
1035,,North Huntingdon,False,275
1036,,Pepper Pike,False,274
1037,OH,Pepper Pike,False,274
1038,,Richmond Heights,,273
1039,OH,Richmond Heights,,273
1040,OH,Wadsworth,False,272
1041,,Wadsworth,False,272
1042,,Cecil,,271
1043,PA,Braddock,,271
1044,,Braddock,,271
1045,PA,Cecil,,271
1046,AZ,Sun Lakes,,268
1047,,Sun Lakes,False,268
1048,AZ,Sun Lakes,False,268
1049,,Sun Lakes,,268
1050,,Braddock,False,267
1051,QC,Kirkland,,267
1052,,Kirkland,,267
1053,PA,Braddock,False,267
1054,,Huntersville,True,265
1055,NC,Huntersville,True,265
1056,,Kirkland,False,265
1057,QC,Kirkland,False,265
1058,,Grand River,,264
1059,OH,Grand River,,264
1060,OH,Grand River,False,263
1061,,Grand River,False,263
1062,,Vaudreuil-Dorion,,262
1063,QC,Vaudreuil-Dorion,,262
1064,,Georgetown,,261
1065,ON,Georgetown,,261
1066,,Oakdale,False,260
1067,PA,Oakdale,False,260
1068,,Oakdale,,260
1069,PA,Oakdale,,260
1070,OH,Copley,,256
1071,,North Versailles,,256
1072,,Copley,,256
1073,PA,North Versailles,,256
1074,QC,Vaudreuil-Dorion,False,255
1075,,Vaudreuil-Dorion,False,255
1076,,Copley,False,255
1077,OH,Copley,False,255
1078,,Concord Mills,,254
1079,NC,Concord Mills,,254
1080,NC,Concord Mills,False,254
1081,,Concord Mills,False,254
1082,,North Versailles,False,253
1083,PA,North Versailles,False,253
1084,OH,Middlefield,,253
1085,,Middlefield,,253
1086,ON,Georgetown,False,252
1087,,Ross Township,,252
1088,PA,Ross Township,,252
1089,,Georgetown,False,252
1090,NV,LasVegas,,248
1091,,LasVegas,,248
1092,,LasVegas,False,248
1093,NV,LasVegas,False,248
1094,PA,Ross Township,False,246
1095,,Ross Township,False,246
1096,,Bradford,,245
1097,ON,Bradford,,245
1098,ON,Thornhill,True,244
1099,,Thornhill,True,244
1100,,Mayfield Village,,242
1101,OH,Mayfield Village,,242
1102,,Middlefield,False,241
1103,OH,Valley City,,241
1104,,Valley City,,241
1105,OH,Middlefield,False,241
1106,OH,Valley City,False,241
1107,,Valley City,False,241
1108,OH,Munroe Falls,,240
1109,OH,Mentor-on-the-Lake,,240
1110,,Mentor-on-the-Lake,,240
1111,,Munroe Falls,,240
1112,PA,White Oak,,238
1113,,White Oak,False,238
1114,OH,Sheffield Village,,238
1115,,Mentor-on-the-Lake,False,238
1116,,Sheffield Village,,238
1117,PA,White Oak,False,238
1118,,White Oak,,238
1119,OH,Mentor-on-the-Lake,False,238
1120,,Monticello,,237
1121,,Munroe Falls,False,236
1122,OH,Munroe Falls,False,236
1123,OH,Mayfield Village,False,234
1124,OH,Akron,True,234
1125,,Mayfield Village,False,234
1126,,Akron,True,234
1127,,Kirtland,,233
1128,OH,Kirtland,,233
1129,,Sheffield Village,False,232
1130,OH,Sheffield Village,False,232
1131,OH,Kirtland,False,231
1132,,McFarland,,231
1133,,Kirtland,False,231
1134,WI,McFarland,,231
1135,,Monticello,False,231
1136,IL,Monticello,,230
1137,,Mc Kees Rocks,,230
1138,PA,Mc Kees Rocks,,230
1139,,Richmond Heights,False,229
1140,OH,Richmond Heights,False,229
1141,PA,Cecil,False,227
1142,,Cecil,False,227
1143,,Mc Kees Rocks,False,226
1144,PA,Mc Kees Rocks,False,226
1145,,McFarland,False,225
1146,WI,McFarland,False,225
1147,IL,Monticello,False,224
1148,,Bradford,False,223
1149,ON,Bradford,False,223
1150,,Fort Mill,True,222
1151,SC,Fort Mill,True,222
1152,QC,L'Île-Perrot,,218
1153,ON,King City,,218
1154,,L'Île-Perrot,,218
1155,,King City,,218
1156,PA,Springdale,,216
1157,QC,L'Île-Perrot,False,216
1158,,Springdale,,216
1159,,L'Île-Perrot,False,216
1160,PA,Springdale,False,215
1161,,Springdale,False,215
1162,PA,Trafford,,213
1163,,Goodyear,True,213
1164,ON,Rexdale,False,213
1165,,Rexdale,,213
1166,,Trafford,,213
1167,,Rexdale,False,213
1168,ON,Rexdale,,213
1169,AZ,Goodyear,True,213
1170,OH,Concord,,212
1171,OH,Concord,False,211
1172,,Trafford,False,211
1173,PA,Trafford,False,211
1174,,King City,False,210
1175,ON,King City,False,210
1176,NC,Lowell,,209
1177,,Lowell,,209
1178,,Orange,,208
1179,OH,Orange,,208
1180,,Orange,False,207
1181,OH,Orange,False,207
1182,PA,West View,,206
1183,,West View,,206
1184,,Lowell,False,205
1185,NC,Lowell,False,205
1186,,Munhall,False,204
1187,,Munhall,,204
1188,PA,Munhall,False,204
1189,PA,Munhall,,204
1190,,De Forest,,200
1191,WI,De Forest,,200
1192,,Elizabeth,,200
1193,PA,Elizabeth,,200
1194,PA,Elizabeth,False,199
1195,,Elizabeth,False,199
1196,WI,De Forest,False,199
1197,,West View,False,199
1198,PA,West View,False,199
1199,,De Forest,False,199
1200,PA,Millvale,False,197
1201,,Millvale,False,197
1202,PA,Millvale,,197
1203,,Millvale,,197
1204,PA,Turtle Creek,,196
1205,,Turtle Creek,,196
1206,,Turtle Creek,False,195
1207,PA,Turtle Creek,False,195
1208,ON,East Gwillimbury,,194
1209,,East Gwillimbury,,194
1210,ON,East Gwillimbury,False,193
1211,NC,Dallas,,193
1212,NC,Dallas,False,193
1213,,East Gwillimbury,False,193
1214,,Moon,,189
1215,PA,Moon,,189
1216,,Upper Saint Clair,,186
1217,PA,Upper Saint Clair,,186
1218,,Middleton,True,185
1219,WI,Middleton,True,185
1220,,Heidelberg,,185
1221,PA,Heidelberg,,185
1222,,Heidelberg,False,184
1223,OH,Maple Heights,,184
1224,PA,Heidelberg,False,184
1225,,Upper Saint Clair,False,184
1226,PA,Upper Saint Clair,False,184
1227,,Maple Heights,,184
1228,PA,Leetsdale,,183
1229,,Leetsdale,,183
1230,OH,Maple Heights,False,182
1231,,Maple Heights,False,182
1232,,Moon,False,181
1233,PA,Moon,False,181
1234,OH,Cleveland Heights,True,180
1235,,Cleveland Heights,True,180
1236,,Boucherville,,179
1237,QC,Boucherville,,179
1238,QC,Boucherville,False,179
1239,,Boucherville,False,179
1240,,Bedford Heights,,177
1241,,Apache Junction,,177
1242,AZ,Apache Junction,,177
1243,OH,Bedford Heights,False,177
1244,OH,Bedford Heights,,177
1245,,Bedford Heights,False,177
1246,AZ,Apache Junction,False,176
1247,NC,Pineville,True,176
1248,OH,Garfield Heights,,176
1249,,Apache Junction,False,176
1250,,Garfield Heights,,176
1251,,Pineville,True,176
1252,AZ,MESA,False,175
1253,,MESA,False,175
1254,AZ,MESA,,175
1255,,Garfield Heights,False,175
1256,,MESA,,175
1257,OH,Garfield Heights,False,175
1258,,Brentwood,,174
1259,PA,Brentwood,,174
1260,,Brentwood,False,174
1261,PA,Brentwood,False,174
1262,,Laveen Village,,173
1263,PA,Robinson,,173
1264,AZ,Laveen Village,,173
1265,,Robinson,,173
1266,PA,Leetsdale,False,172
1267,,Leetsdale,False,172
1268,AZ,Scottdale,,170
1269,,Scottdale,,170
1270,AZ,Scottdale,False,169
1271,OH,Grafton,,169
1272,,Grafton,,169
1273,,Mont-Royal,,169
1274,QC,Mont-Royal,,169
1275,,Scottdale,False,169
1276,AZ,Laveen Village,False,168
1277,WI,Mc Farland,,168
1278,,Hampton Township,,168
1279,,Laveen Village,False,168
1280,PA,Hampton Township,,168
1281,OH,Grafton,False,168
1282,,Mc Farland,,168
1283,,Grafton,False,168
1284,,Mc Farland,False,168
1285,WI,Mc Farland,False,168
1286,,Sharpsburg,,167
1287,PA,Sharpsburg,,167
1288,OH,Parma,True,166
1289,,Parma,True,166
1290,QC,Mont-Royal,False,165
1291,PA,Hampton Township,False,165
1292,,Mont-Royal,False,165
1293,,Hampton Township,False,165
1294,PA,Sharpsburg,False,164
1295,,Sharpsburg,False,164
1296,IL,Urbana,True,162
1297,,Urbana,True,162
1298,,Mayfield,,160
1299,OH,Mayfield,,160
1300,,Robinson,False,159
1301,PA,Robinson,False,159
1302,,Cave Creek,True,158
1303,AZ,Cave Creek,True,158
1304,OH,Fairport Harbor,,157
1305,,Fairport Harbor,,157
1306,OH,Mayfield,False,157
1307,,Mayfield,False,157
1308,,Fairport Harbor,False,156
1309,OH,Fairport Harbor,False,156
1310,ON,Tornto,,155
1311,,Tornto,,155
1312,ON,Tornto,False,155
1313,,Tornto,False,155
1314,PA,Plum,,152
1315,,Bradford West Gwillimbury,,152
1316,,Plum,,152
1317,ON,Bradford West Gwillimbury,,152
1318,OH,North Randall,,151
1319,PA,Plum,False,151
1320,,Plum,False,151
1321,,North Randall,,151
1322,PA,Clairton,,149
1323,,Clairton,,149
1324,,Newmarket,True,148
1325,ON,Newmarket,True,148
1326,QC,Saint-Lambert,,147
1327,,Saint-Lambert,,147
1328,AZ,Fort McDowell,,146
1329,PA,Aspinwall,,146
1330,,Aspinwall,,146
1331,AZ,Fort McDowell,False,146
1332,,Fort McDowell,,146
1333,,Fort McDowell,False,146
1334,QC,Saint-Lambert,False,144
1335,PA,Clairton,False,144
1336,PA,Aspinwall,False,144
1337,PA,Imperial,False,144
1338,WI,Windsor,,144
1339,,Windsor,,144
1340,,Imperial,,144
1341,PA,Imperial,,144
1342,,Imperial,False,144
1343,,Saint-Lambert,False,144
1344,,Aspinwall,False,144
1345,,Clairton,False,144
1346,,Bradford West Gwillimbury,False,143
1347,,Rocky View,,143
1348,ON,Bradford West Gwillimbury,False,143
1349,AB,Rocky View,,143
1350,WI,Windsor,False,142
1351,,Windsor,False,142
1352,,Caledon,,141
1353,,Rocky View,False,141
1354,ON,Caledon,,141
1355,AB,Rocky View,False,141
1356,OH,Newbury,,139
1357,,Newbury,,139
1358,ON,Caledon,False,139
1359,,Caledon,False,139
1360,,Locust,,138
1361,NC,Locust,,138
1362,OH,North Randall,False,136
1363,AZ,Fountain Hills,True,136
1364,,Fountain Hills,True,136
1365,,North Randall,False,136
1366,,Cross Plains,,136
1367,WI,Cross Plains,,136
1368,,Norton,,135
1369,OH,Newbury,False,135
1370,QC,Sainte-Anne-de-Bellevue,,135
1371,OH,Norton,,135
1372,,Newbury,False,135
1373,,Locust,False,135
1374,NC,Locust,False,135
1375,,Sainte-Anne-de-Bellevue,,135
1376,,Norton,False,134
1377,PA,Monroeville,True,134
1378,,Saint-Hubert,,134
1379,QC,Saint-Jean-sur-Richelieu,,134
1380,OH,Norton,False,134
1381,,Monroeville,True,134
1382,QC,Saint-Hubert,,134
1383,,Saint-Jean-sur-Richelieu,False,134
1384,QC,Saint-Jean-sur-Richelieu,False,134
1385,,Saint-Jean-sur-Richelieu,,134
1386,WI,Cross Plains,False,133
1387,,Penn Hills,,133
1388,PA,Penn Hills,,133
1389,,Cross Plains,False,133
1390,QC,Saint-Hubert,False,132
1391,QC,Sainte-Anne-de-Bellevue,False,132
1392,,Saint-Hubert,False,132
1393,,Sainte-Anne-de-Bellevue,False,132
1394,PA,Crafton,,131
1395,,Crafton,,131
1396,PA,Crafton,False,131
1397,,Crafton,False,131
1398,,Penn Hills,False,129
1399,PA,Penn Hills,False,129
1400,,Westlake,True,127
1401,OH,Westlake,True,127
1402,,La Prairie,,125
1403,SC,Rock Hill,True,125
1404,,Rock Hill,True,125
1405,QC,La Prairie,,125
1406,,Gates Mills,,124
1407,OH,Gates Mills,,124
1408,,charlotte,,123
1409,QC,Greenfield Park,,123
1410,,Greenfield Park,,123
1411,,La Prairie,False,123
1412,NC,charlotte,,123
1413,QC,La Prairie,False,123
1414,,Greenfield Park,False,122
1415,,Aurora,True,122
1416,QC,Greenfield Park,False,122
1417,,Don Mills,False,121
1418,ON,Don Mills,,121
1419,,Montrose,,121
1420,OH,Montrose,False,121
1421,OH,Montrose,,121
1422,,Montrose,False,121
1423,,Don Mills,,121
1424,ON,Don Mills,False,121
1425,,Finleyville,,119
1426,,Robinson Twp.,,119
1427,,Finleyville,False,119
1428,PA,Finleyville,,119
1429,PA,Finleyville,False,119
1430,PA,Robinson Twp.,,119
1431,NV,Paradise,,116
1432,,Dollard-Des-Ormeaux,,116
1433,QC,Dollard-Des-Ormeaux,,116
1434,PA,Robinson Twp.,False,116
1435,,Paradise,,116
1436,,Robinson Twp.,False,116
1437,OH,Gates Mills,False,115
1438,,Gates Mills,False,115
1439,QC,Dollard-Des-Ormeaux,False,113
1440,NC,charlotte,False,113
1441,,Dollard-Des-Ormeaux,False,113
1442,,charlotte,False,113
1443,,Paradise,False,112
1444,NV,Paradise,False,112
1445,PA,Emsworth,,111
1446,,Emsworth,False,111
1447,PA,Emsworth,False,111
1448,,Emsworth,,111
1449,ON,Halton Hills,,110
1450,,McCandless Township,,110
1451,PA,McCandless Township,,110
1452,PA,McCandless Township,False,110
1453,,McCandless Township,False,110
1454,,Halton Hills,,110
1455,,Glendale Az,,110
1456,AZ,Glendale Az,,110
1457,AZ,Glendale Az,False,109
1458,,Glendale Az,False,109
1459,NC,Indian Trail,True,109
1460,,Indian Trail,True,109
1461,ON,Halton Hills,False,107
1462,,Halton Hills,False,107
1463,,Harrison City,,106
1464,ON,Port Credit,,106
1465,PA,Harrison City,,106
1466,,Port Credit,,106
1467,,Anjou,,104
1468,,lyndhurst,,104
1469,OH,lyndhurst,,104
1470,,Cornelius,True,104
1471,,lyndhurst,False,104
1472,,Harrison City,False,104
1473,OH,lyndhurst,False,104
1474,PA,Harrison City,False,104
1475,QC,Anjou,,104
1476,NC,Cornelius,True,104
1477,QC,Anjou,False,102
1478,,Port Credit,False,102
1479,ON,Port Credit,False,102
1480,,Anjou,False,102
1481,,Stanley,,101
1482,NC,Stanley,,101
1483,,Green Tree,,100
1484,,Stanley,False,100
1485,PA,Green Tree,,100
1486,,Green Tree,False,100
1487,PA,Green Tree,False,100
1488,NC,Stanley,False,100
1489,,Brooklin,,99
1490,PA,Wilkinsburg,,99
1491,ON,Brooklin,False,99
1492,,Brooklin,False,99
1493,,Saint-Leonard,,99
1494,ON,Brooklin,,99
1495,QC,Saint-Leonard,False,99
1496,,Wilkinsburg,,99
1497,,Saint-Leonard,False,99
1498,QC,Saint-Leonard,,99
1499,,Saint-Léonard,,98
1500,QC,Saint-Léonard,,98
1501,,Mc Murray,False,96
1502,PA,Wilkinsburg,False,96
1503,PA,Mc Murray,False,96
1504,,Wilkinsburg,False,96
1505,,Mc Murray,,96
1506,PA,Mc Murray,,96
1507,,Sedona,False,95
1508,,Sedona,,95
1509,AZ,Sedona,False,95
1510,AZ,Sedona,,95
1511,NY,,,95
1512,PA,Cheswick,,94
1513,,Chestermere,False,94
1514,AB,Chestermere,,94
1515,,Chestermere,,94
1516,AB,Chestermere,False,94
1517,,Cheswick,,94
1518,PA,South Park,,93
1519,ON,Concord,True,93
1520,,Saint-Léonard,False,93
1521,QC,Saint-Léonard,False,93
1522,,South Park,,93
1523,NY,,False,93
1524,PA,Cheswick,False,92
1525,NV,N Las Vegas,False,92
1526,,N Las Vegas,False,92
1527,NV,N Las Vegas,,92
1528,,South Park,False,92
1529,,N Las Vegas,,92
1530,,Cheswick,False,92
1531,PA,South Park,False,92
1532,,Beachwood,True,91
1533,OH,Beachwood,True,91
1534,,Bainbridge,,89
1535,,Boisbriand,False,89
1536,QC,Boisbriand,False,89
1537,,Boisbriand,,89
1538,OH,Bainbridge,,89
1539,QC,Boisbriand,,89
1540,,Richmond Hil,,88
1541,,Etna,,88
1542,ON,Richmond Hil,False,88
1543,ON,Richmond Hil,,88
1544,,Etna,False,88
1545,PA,Etna,,88
1546,PA,Etna,False,88
1547,,Richmond Hil,False,88
1548,,Lawrenceville,,87
1549,,Lawrenceville,False,87
1550,PA,Lawrenceville,,87
1551,,Saint-Jérôme,,87
1552,QC,Saint-Jérôme,,87
1553,PA,Lawrenceville,False,87
1554,ON,Aurora,True,87
1555,QC,Chambly,,86
1556,,Chambly,,86
1557,QC,Chambly,False,85
1558,OH,Sheffield,False,85
1559,,Sheffield,,85
1560,,Chambly,False,85
1561,,Sheffield,False,85
1562,OH,Sheffield,,85
1563,PA,Downtown,,84
1564,,Bainbridge,False,84
1565,,Downtown,,84
1566,OH,Bainbridge,False,84
1567,QC,Saint-Jérôme,False,83
1568,,Saint-Jérôme,False,83
1569,PA,Downtown,False,83
1570,,Downtown,False,83
1571,OH,Columbia Station,,82
1572,,Kent,True,82
1573,OH,Kent,True,82
1574,OH,Columbia Station,False,82
1575,,Columbia Station,False,82
1576,,Columbia Station,,82
1577,,Presto,,81
1578,PA,Oakland,,81
1579,PA,Presto,,81
1580,,Oakland,,81
1581,,Pickering,True,80
1582,,Woodbridge,True,80
1583,,Laval,True,80
1584,,Walton Hills,,80
1585,ON,Woodbridge,True,80
1586,QC,Laval,True,80
1587,OH,Strongsville,True,80
1588,OH,Walton Hills,False,80
1589,ON,Pickering,True,80
1590,,Strongsville,True,80
1591,OH,Walton Hills,,80
1592,,Walton Hills,False,80
1593,,Presto,False,79
1594,PA,Presto,False,79
1595,,Peters Township,False,78
1596,,St-Benoît de Mirabel,,78
1597,OH,Cuyahoga Falls,True,78
1598,QC,St-Benoît de Mirabel,,78
1599,,Terrebonne,,78
1600,,Cuyahoga Falls,True,78
1601,,Belleville,,78
1602,,Peters Township,,78
1603,PA,Peters Township,,78
1604,QC,Terrebonne,,78
1605,,Oakland,False,78
1606,PA,Oakland,False,78
1607,PA,Peters Township,False,78
1608,WI,Belleville,,78
1609,QC,St-Benoît de Mirabel,False,77
1610,PA,Avalon,,77
1611,,Belleville,False,77
1612,PA,Arnold,,77
1613,WI,Belleville,False,77
1614,,St-Benoît de Mirabel,False,77
1615,,Avalon,,77
1616,,Arnold,,77
1617,ON,Etibicoke,,76
1618,PA,South Park Township,,76
1619,,South Park Township,,76
1620,QC,Hudson,False,76
1621,QC,Hudson,,76
1622,SC,Ft. Mill,,76
1623,,Ft. Mill,,76
1624,,Avalon,False,76
1625,PA,Avalon,False,76
1626,,Etibicoke,,76
1627,PA,South Park Township,False,75
1628,SC,Ft. Mill,False,75
1629,,South Park Township,False,75
1630,,Ft. Mill,False,75
1631,,Etibicoke,False,75
1632,,Terrebonne,False,75
1633,ON,Etibicoke,False,75
1634,QC,Terrebonne,False,75
1635,AZ,GILBERT,,74
1636,,GILBERT,,74
1637,NC,Weddington,,73
1638,,Saint-Eustache,,73
1639,,Weddington,False,73
1640,NC,Weddington,False,73
1641,QC,Saint-Eustache,,73
1642,OH,Fairview Park,True,73
1643,,Fairview Park,True,73
1644,,Weddington,,73
1645,,Monongahela,False,72
1646,,Saint-Eustache,False,72
1647,PA,Monongahela,,72
1648,QC,Saint-Eustache,False,72
1649,PA,Monongahela,False,72
1650,,Monongahela,,72
1651,,GILBERT,False,71
1652,AZ,GILBERT,False,71
1653,QC,Beaconsfield,,71
1654,,Beaconsfield,,71
1655,NC,Gastonia,True,70
1656,,Gastonia,True,70
1657,,Arnold,False,70
1658,NC,Mint  Hill,,70
1659,PA,Arnold,False,70
1660,,Mint  Hill,,70
1661,,Mint  Hill,False,69
1662,NC,Mint  Hill,False,69
1663,,Ajax,True,69
1664,,Oakville,True,69
1665,ON,Ajax,True,69
1666,ON,Oakville,True,69
1667,IL,Saint Joseph,,67
1668,QC,Montréal-Ouest,False,67
1669,QC,Montréal-Ouest,,67
1670,,Montréal-Ouest,,67
1671,,Montréal-Ouest,False,67
1672,,Saint Joseph,,67
1673,IL,Saint Joseph,False,66
1674,QC,Beaconsfield,False,66
1675,,Saint Joseph,False,66
1676,,Beaconsfield,False,66
1677,NY,Rouses Point,,65
1678,OH,Hudson,True,65
1679,PA,Mckees Rocks,,65
1680,,Mckees Rocks,False,65
1681,,Hudson,True,65
1682,,Mckees Rocks,,65
1683,PA,Mckees Rocks,False,65
1684,,Rouses Point,,65
1685,WI,Fitchburg,True,64
1686,ON,Whitby,True,64
1687,,Whitby,True,64
1688,,Kleinburg,,64
1689,,Midland,,64
1690,WI,Paoli,False,64
1691,ON,Kleinburg,,64
1692,OH,Solon,True,64
1693,,Fitchburg,True,64
1694,,Paoli,,64
1695,WI,Paoli,,64
1696,,Solon,True,64
1697,AZ,Litchfield Park,True,64
1698,,Paoli,False,64
1699,,Litchfield Park,True,64
1700,NC,Midland,,64
1701,PA,Lower Burrell,,63
1702,OH,North Olmstead,False,63
1703,,Lower Burrell,,63
1704,,North Olmstead,False,63
1705,OH,North Olmstead,,63
1706,,Rouses Point,False,63
1707,,North Olmstead,,63
1708,,Midland,False,63
1709,NY,Rouses Point,False,63
1710,NC,Midland,False,63
1711,,Mt Lebanon,,62
1712,,Lower Burrell,False,62
1713,PA,Lower Burrell,False,62
1714,PA,Mt Lebanon,,62
1715,,Wilmerding,,61
1716,SC,Fort  Mill,,61
1717,QC,Sainte-Julie,,61
1718,,Kleinburg,False,61
1719,SC,Fort  Mill,False,61
1720,PA,Wilmerding,False,61
1721,,Fort  Mill,False,61
1722,,Wilmerding,False,61
1723,PA,Wilmerding,,61
1724,,Fort  Mill,,61
1725,QC,Sainte-Julie,False,61
1726,ON,Unionville,True,61
1727,,Sainte-Julie,,61
1728,,Sainte-Julie,False,61
1729,,Unionville,True,61
1730,ON,Kleinburg,False,61
1731,PA,Wilkins Township,False,60
1732,,Mt Lebanon,False,60
1733,OH,Hinckley,,60
1734,,Forest Hills,False,60
1735,PA,Forest Hills,,60
1736,PA,Wilkins Township,,60
1737,PA,Forest Hills,False,60
1738,OH,Hinckley,False,60
1739,,Wilkins Township,,60
1740,PA,Mt Lebanon,False,60
1741,OH,N Ridgeville,False,60
1742,,N Ridgeville,False,60
1743,,Forest Hills,,60
1744,,Wilkins Township,False,60
1745,QC,Montreal,True,60
1746,,N Ridgeville,,60
1747,,Hinckley,,60
1748,,Montreal,True,60
1749,,North Olmsted,True,60
1750,OH,North Olmsted,True,60
1751,,Hinckley,False,60
1752,OH,N Ridgeville,,60
1753,NV,Nellis AFB,False,59
1754,OH,Woodmere,True,59
1755,,Nellis AFB,False,59
1756,,Nellis AFB,,59
1757,,Woodmere,True,59
1758,NV,Nellis AFB,,59
1759,,Rocky River,True,58
1760,,Canonsburg,True,58
1761,OH,Brookpark,,58
1762,,Brookpark,,58
1763,,Nobleton,False,58
1764,ON,Nobleton,False,58
1765,OH,Rocky River,True,58
1766,,Nobleton,,58
1767,PA,Canonsburg,True,58
1768,ON,Nobleton,,58
1769,,Castle Shannon,,57
1770,,Brossard,True,57
1771,,Vimont,False,57
1772,,Dollard-des Ormeaux,,57
1773,PA,Castle Shannon,False,57
1774,,Châteauguay,,57
1775,,Vimont,,57
1776,QC,Châteauguay,,57
1777,,Castle Shannon,False,57
1778,QC,Dollard-des Ormeaux,,57
1779,QC,Vimont,,57
1780,QC,Vimont,False,57
1781,QC,Brossard,True,57
1782,PA,Castle Shannon,,57
1783,,Châteauguay,False,56
1784,PA,East Liberty,,56
1785,,Sainte-Thérèse,,56
1786,,Sainte-Thérèse,False,56
1787,,East Liberty,,56
1788,,East Liberty,False,56
1789,PA,East Liberty,False,56
1790,QC,Sainte-Thérèse,,56
1791,QC,Châteauguay,False,56
1792,QC,Sainte-Thérèse,False,56
1793,,Montreal-Nord,,55
1794,,McAdenville,,55
1795,,McAdenville,False,55
1796,QC,Montreal-Nord,False,55
1797,AZ,Sun City,True,55
1798,,Sun City,True,55
1799,QC,Montreal-Nord,,55
1800,,Montreal-Nord,False,55
1801,NC,McAdenville,,55
1802,,Sainte-Adèle,,55
1803,NC,McAdenville,False,55
1804,OH,Brookpark,False,54
1805,WI,Mcfarland,,54
1806,,Harrisburg,True,54
1807,WI,Sauk City,,54
1808,,Mcfarland,False,54
1809,OH,Mentor On The Lake,,54
1810,OH,Painesville,True,54
1811,NC,Harrisburg,True,54
1812,OH,Mentor On The Lake,False,54
1813,,Brookpark,False,54
1814,,Mentor On The Lake,,54
1815,,Blainville,,54
1816,,Mcfarland,,54
1817,,Painesville,True,54
1818,QC,Blainville,,54
1819,WI,Mcfarland,False,54
1820,,Mentor On The Lake,False,54
1821,,Sauk City,,54
1822,PA,Ben Avon,False,53
1823,PA,Jefferson Hills,,53
1824,,Avon,True,53
1825,PA,Library,,53
1826,QC,Saint-Laurent,True,53
1827,,Ben Avon,False,53
1828,,Olmsted Township,False,53
1829,,Saint-Lazare,,53
1830,OH,Olmsted Township,False,53
1831,,Library,,53
1832,,Saint-Laurent,True,53
1833,QC,Saint-Lazare,,53
1834,,Olmsted Township,,53
1835,,Baldwin,,53
1836,,Ben Avon,,53
1837,PA,Library,False,53
1838,PA,Baldwin,,53
1839,,Library,False,53
1840,OH,Olmsted Township,,53
1841,PA,Ben Avon,,53
1842,OH,Avon,True,53
1843,,Jefferson Hills,,53
1844,OH,Orange Village,True,52
1845,,Jefferson Hills,False,52
1846,,Boulder City,True,52
1847,,Mentor,True,52
1848,,Baldwin,False,52
1849,OH,Mentor,True,52
1850,NV,Boulder City,True,52
1851,PA,Jefferson Hills,False,52
1852,,Orange Village,True,52
1853,PA,Baldwin,False,52
1854,,Blainville,False,51
1855,QC,Dollard-des Ormeaux,False,51
1856,OH,Berea,True,51
1857,,Lower burrell,,51
1858,,York,True,51
1859,ON,York,True,51
1860,,Dollard-des Ormeaux,False,51
1861,PA,Lower burrell,,51
1862,QC,Blainville,False,51
1863,,Berea,True,51
1864,,Sainte-Adèle,False,51
1865,,Medina Township,,50
1866,,Verdun,True,50
1867,AZ,PHOENIX,False,50
1868,,PHOENIX,False,50
1869,ON,East York,True,50
1870,,Sauk City,False,50
1871,OH,Medina Township,,50
1872,,East York,True,50
1873,,PHOENIX,,50
1874,AZ,PHOENIX,,50
1875,WI,Sauk City,False,50
1876,QC,Verdun,True,50
1877,,Saint-Lazare,False,49
1878,,Harrisbug,,49
1879,PA,Lower burrell,False,49
1880,,Harrisbug,False,49
1881,,Paradise Valley,True,49
1882,NC,Harrisbug,False,49
1883,OH,Medina Township,False,49
1884,NC,Harrisbug,,49
1885,OH,Lyndhurst,True,49
1886,,Lower burrell,False,49
1887,AZ,Paradise Valley,True,49
1888,,Rosemère,,49
1889,QC,Saint-Lazare,False,49
1890,,Lyndhurst,True,49
1891,QC,Rosemère,,49
1892,QC,Mont-Saint-Hilaire,,49
1893,,Medina Township,False,49
1894,,Mont-Saint-Hilaire,,49
1895,PA,Russellton,False,48
1896,PA,Russellton,,48
1897,OH,Bratenahl,,48
1898,,Russellton,,48
